Restaurant,Category,Items,Cost (USD),Calories,Protein (g),Fat (g),Carbs (g),Sugar (g),Sodium (g)
starbucks,Dessert,Classic Coffee Cake,3.5,330,15,43,21,4,0.27
starbucks,Dessert,Confetti Sugar Cookie,1.95,410,21,54,36,4,0.22
starbucks,Dessert,Double Chocolate Chunk Brownie,2.35,480,28,55,37,6,0.22
starbucks,Sandwich,Everybody's Favorite - Bantam Bagel (2 Pack),2.95,200,8,28,2,6,0.28
starbucks,Sandwich,Everything Bagel,2.25,290,4,53,5,11,0.45
starbucks,Sandwich,French Toast - Bantam Bagels (2 Pack),3.75,200,8,30,4,6,0.36
starbucks,Dessert,Gluten-Free Marshmallow Dream Bar,3,230,5,44,24,1,0.22
starbucks,Dessert,Iced Lemon Loaf Cake,2.45,470,20,68,42,6,0.31
starbucks,Dessert,Old-Fashioned Glazed Doughnut,1.95,480,27,56,30,5,0.41
starbucks,Dessert,Petite Vanilla Bean Scone,2.25,120,4.5,18,8,2,0.095
starbucks,Sandwich,Plain Bagel,1.99,280,1.5,56,2,9,0.62
starbucks,Dessert,Pumpkin Bread,2.45,410,15,63,39,6,0.5
starbucks,Sandwich,Sprouted Grain Vegan Bagel,2.45,330,6,57,4,12,0.49
starbucks,Breakfast,Strawberry Cake Pop,2.45,160,8,22,16,4,0.08
starbucks,Salad,Cage-Free Eggs & Seasoned Grains Side Salad,8.95,360,18,33,4,17,0.46
starbucks,Salad,Cauliflower Tabbouleh Side Salad,8.95,130,12,7,3,2,0.52
starbucks,Salad,Chicken & Fig Spread,8.95,460,13,61,15,24,0.94
starbucks,Sandwich,Chipotle Chicken Wrap,5.95,470,19,55,6,22,1.05
starbucks,Salad,Farmers' Market Protein Box,5.25,470,29,29,12,21,0.88
starbucks,Salad,Garden Greens & Shaved Parmesan Side Salad,4.95,170,13,9,4,7,0.6
starbucks,Salad,Grilled Chicken & Cauliflower Tabbouleh,5.95,390,27,15,7,21,1.14
starbucks,Salad,Honey BBQ Sriracha Chicken,5.25,370,8,54,9,22,1.09
starbucks,Salad,Roasted Carrot & Kale Side Salad,4.95,440,26,44,6,10,0.4
starbucks,Salad,Roasted Turkey & Dill Havarti,7.45,580,31,46,4,32,0.86
starbucks,Salad,Seasoned Turkey & Green Pepper Pico,7.99,390,18,30,8,28,0.9
starbucks,Salad,Smoked Mozzarella & Roasted Peppers,6.99,540,28,53,8,19,1.19
starbucks,Salad,Smoked Pork Cubano,6.95,450,25,66,3,21,1.2
starbucks,Salad,Turkey Pastrami Reuben,5.75,500,21,50,3,26,1.13
starbucks,Salad,Chicken BLT Protein Box,5.75,580,23,58,20,35,1.66
starbucks,Salad,Chicken Wrap Protein Box,5.25,690,31,77,0,30,1
starbucks,Salad,Eggs & Cheese Protein Box,5.25,470,25,40,21,23,0.54
starbucks,Salad,PB&J Protein Box,5.25,520,26,54,30,20,0.57
starbucks,Salad,Smoked Turkey Protein Box,5.75,570,23,54,20,35,1.62
starbucks,Breakfast,"Bacon, Gouda & Egg Breakfast Sandwich",3.75,370,18,33,2,18,0.78
starbucks,Breakfast,Classic Oatmeal,3.45,160,2.5,28,0,5,0.125
starbucks,Breakfast,"Double-Smoked Bacon, Cheddar & Egg Sandwich",4.25,520,29,42,8,24,1.05
starbucks,Breakfast,Ham & Cheese Croissant,3.45,320,17,28,5,14,0.49
starbucks,Breakfast,Hearty Blueberry Oatmeal,3.99,220,2.5,43,13,5,0.125
starbucks,Breakfast,Reduced-Fat Turkey Bacon & Cage Free Egg White Breakfast Sandwich,3.75,230,5,28,2,18,0.55
starbucks,Breakfast,"Roasted Ham, Swiss & Egg Breakfast Sandwich",3.75,460,23,43,7,21,0.92
starbucks,Breakfast,"Sausage, Cheddar & Egg Breakfast Sandwich",3.45,480,29,34,2,18,0.88
starbucks,Sandwich,Chicken & Double-Smoked Bacon,5.95,620,26,65,11,31,1.46
starbucks,Sandwich,Chicken Caprese,5.95,500,18,58,3,28,0.9
starbucks,Sandwich,Crispy Grilled Cheese Sandwich,5.95,540,29,47,1,21,1.06
starbucks,Sandwich,Ham & Swiss Panini,5.95,490,24,42,2,25,1.25
starbucks,Sandwich,Tomato & Mozzarella,4.99,350,13,42,2,15,0.58
starbucks,Sandwich,Turkey Pesto Panini,6.45,540,21,55,3,33,1.19
starbucks,Dessert,Berry Trio Parfait,3.45,240,2.5,39,26,14,0.125
starbucks,Dessert,Fresh Blueberries and Honey Greek Yogurt Parfait,3.45,240,2.5,42,29,14,0.1
starbucks,Dessert,Justin's Chocolate Hazelnut Butter,2.75,180,14,12,7,4,0.065
starbucks,Dessert,Justin's Classic Almond Butter,2.75,190,18,6,1,7,0
starbucks,Dessert,Lemon Crunch Yogurt Parfait,3.45,330,12,42,29,14,0.09
starbucks,Dessert,Mango & Coconut Yogurt Bowl,3.45,250,6,34,26,16,0.06
starbucks,Drink,Iced Coffee,2.65,80,0,20,20,0,0.01
starbucks,Drink,Iced Coffee with Milk,2.65,110,1.5,23,23,2,0.04
starbucks,Drink,Teavana® Shaken Iced Black Tea,2.95,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced Black Tea Lemonade,2.95,90,0,23,22,0,0.01
starbucks,Drink,Teavana® Shaken Iced Green Tea,2.95,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced Green Tea Lemonade,2.95,90,0,23,22,0,0.01
starbucks,Drink,Teavana® Shaken Iced Passion Tango™ Tea,2.95,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced Passion Tango™ Tea Lemonade,2.95,90,0,23,22,0,0.01
starbucks,Drink,Blonde Roast,2.1,5,0,0,0,1,0.01
starbucks,Drink,Featured Dark Roast,2.1,5,0,0,0,1,0.01
starbucks,Drink,Pike Place® Roast,2.1,5,0,0,0,1,0.01
starbucks,Drink,Pumpkin Cream Cold Brew,3.25,250,12,31,31,3,0.055
starbucks,Drink,Starbucks® Cold Brew Coffee,3.25,5,0,0,0,0,0.015
starbucks,Drink,Starbucks® Cold Brew Coffee with Milk,3.25,35,1.5,3,3,2,0.04
starbucks,Drink,Vanilla Sweet Cream Cold Brew,3.25,110,5,14,14,1,0.02
starbucks,Drink,Iced Starbucks® Blonde Caffè Latte,4.55,130,4.5,13,11,8,0.115
starbucks,Drink,Iced Starbucks® Blonde Caramel Cloud Macchiato,4.45,170,4,28,24,5,0.115
starbucks,Drink,Iced Starbucks® Blonde Cocoa Cloud Macchiato,4.45,180,4.5,30,25,6,0.14
starbucks,Drink,Iced Starbucks® Blonde Flat White,4.55,130,4.5,13,11,8,0.12
starbucks,Drink,Iced Starbucks® Blonde Vanilla Latte,4.55,180,4.5,27,25,8,0.11
starbucks,Drink,Iced Vanilla Bean Coconutmilk Latte,4.55,180,5,26,25,9,0.125
starbucks,Drink,Iced White Chocolate Mocha,4.45,300,8,47,46,10,0.19
starbucks,Drink,Latte Macchiato,4.45,190,7,19,17,12,0.16
starbucks,Drink,Pumpkin Spice Latte,4.95,310,7,50,48,14,0.23
starbucks,Drink,Salted Caramel Mocha,4.95,360,8,61,53,12,0.28
starbucks,Drink,Skinny Mocha,4.65,170,1.5,24,15,14,0.15
starbucks,Drink,Starbucks Doubleshot® on Ice Beverage,4.95,100,1,20,18,3,0.04
starbucks,Drink,Starbucks® Blonde Caffè Latte,4.75,190,7,19,18,13,0.17
starbucks,Drink,Starbucks® Blonde Caramel Cloud Macchiato,4.95,270,7,39,34,11,0.2
starbucks,Drink,Starbucks® Blonde Cocoa Cloud Macchiato,4.95,280,8,41,36,12,0.24
starbucks,Drink,Starbucks® Blonde Doubleshot® On Ice,4.95,80,1,15,13,3,0.04
starbucks,Drink,Starbucks® Blonde Flat White,4.95,180,7,18,17,12,0.16
starbucks,Drink,Starbucks® Blonde Iced Pumpkin Spice Latte,4.95,220,4.5,37,35,10,0.17
starbucks,Drink,Starbucks® Blonde Iced Salted Caramel Mocha,4.95,260,5,44,38,8,0.19
starbucks,Drink,Starbucks® Blonde Pumpkin Spice Latte,4.95,280,7,42,40,13,0.21
starbucks,Drink,Starbucks® Blonde Salted Caramel Mocha,4.95,320,8,50,43,12,0.24
starbucks,Drink,Starbucks® Blonde Vanilla Bean Coconutmilk Latte,4.95,190,6,23,21,11,0.15
starbucks,Drink,Starbucks® Blonde Vanilla Latte,4.95,240,7,33,31,12,0.16
starbucks,Drink,Vanilla Bean Coconutmilk Latte,4.95,220,6,30,28,11,0.15
starbucks,Drink,White Chocolate Mocha,4.45,360,11,53,51,14,0.24
starbucks,Drink,Caffè Vanilla Frappuccino® Blended Coffee,4.45,310,2,69,68,4,0.23
starbucks,Drink,Caramel Frappuccino® Blended Coffee,4.45,270,2,60,60,4,0.23
starbucks,Drink,Chai Crème Frappuccino® Blended Crème,4.25,230,2.5,49,48,4,0.22
starbucks,Drink,Coffee Frappuccino® Blended Coffee,3.95,230,2,50,50,3,0.22
starbucks,Drink,Double Chocolaty Chip Crème Frappuccino® Blended Crème,5.49,290,7,53,49,6,0.26
starbucks,Drink,Espresso Frappuccino® Blended Coffee,4.45,220,1.5,50,48,3,0.21
starbucks,Drink,Java Chip Frappuccino® Blended Coffee,4.45,340,6,68,63,5,0.26
starbucks,Drink,Matcha Green Tea Crème Frappuccino® Blended Crème,4.45,300,3,64,63,5,0.23
starbucks,Drink,Mocha Frappuccino® Blended Coffee,4.45,290,3,61,58,4,0.23
starbucks,Drink,Pumpkin Spice Frappuccino® Blended Beverage,4.95,320,2,71,70,5,0.28
starbucks,Drink,Pumpkin Spice Frappuccino® Blended Crème,4.95,250,2.5,50,50,6,0.26
starbucks,Drink,Salted Caramel Mocha Frappuccino® Blended Beverage,4.95,300,2.5,65,62,4,0.27
starbucks,Drink,Strawberry Frappuccino® Blended Crème,4.95,270,2.5,55,54,4,0.24
starbucks,Drink,Vanilla Bean Crème Frappuccino® Blended Crème,3.95,270,3,56,56,5,0.24
starbucks,Drink,White Chocolate Mocha Frappuccino® Blended Coffee,3.95,290,3.5,61,61,4,0.24
starbucks,Drink,Cinnamon Dolce Crème,4.25,280,7,42,40,12,0.17
starbucks,Drink,Hot Chocolate,3.25,320,9,47,41,14,0.16
starbucks,Drink,Pumpkin Spice Crème,4.45,320,7,51,50,15,0.25
starbucks,Drink,Salted Caramel Hot Chocolate,4.45,390,9,66,59,13,0.3
starbucks,Drink,Vanilla Crème,3.95,270,7,37,37,12,0.18
starbucks,Drink,Chai Tea Latte,3.25,240,4.5,45,42,8,0.115
starbucks,Drink,Chai Tea Latte,3.25,240,3.5,47,43,6,0.09
starbucks,Drink,Citrus Defender,3.25,160,0,39,35,0,0.02
starbucks,Drink,Comfort Wellness Brewed Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Defense Wellness Brewed Tea,3.25,10,0,3,2,0,0.005
starbucks,Drink,Emperor's Cloud and Mist® Green Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Honey Citrus Mint Tea,3.25,140,0,36,33,0,0
starbucks,Drink,Iced Blueberry Black Tea,3.25,100,0,24,21,0,0.015
starbucks,Drink,Iced Blueberry Black Tea Lemonade,3.25,120,0,30,27,0,0.015
starbucks,Drink,Iced Chai Tea Latte,3.25,240,4,44,42,7,0.11
starbucks,Drink,Iced Guava White Tea,3.25,110,0,27,23,0,0.02
starbucks,Drink,Iced Guava White Tea Lemonade,3.25,130,0,33,29,0,0.02
starbucks,Drink,Iced Matcha Green Tea Latte,3.25,200,5,29,28,9,0.12
starbucks,Drink,Iced Matcha Green Tea Latte,3.25,200,4,33,29,8,0.1
starbucks,Drink,Iced Peach Green Tea,3.25,100,0,25,23,0,0.02
starbucks,Drink,Iced Peach Green Tea Lemonade,3.25,130,0,31,29,0,0.02
starbucks,Drink,Jade Citrus Mint Green Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Jade Citrus Mint™ Brewed Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Matcha Green Tea Latte,3.25,240,7,34,32,12,0.16
starbucks,Drink,Matcha Lemonade,3.25,120,0,29,27,1,0.01
starbucks,Drink,Mint Majesty™ Herbal Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Peach Tranquility® Herbal Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Rev Up Wellness Brewed Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Royal English Breakfast Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Royal English Breakfast Tea Latte,3.25,150,4,21,21,7,0.105
starbucks,Drink,Teavana® Chai Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Teavana® Earl Grey Brewed Tea,3.25,0,0,0,0,0,0
starbucks,Drink,Teavana® London Fog Tea Latte,3.25,180,4,29,29,7,0.105
starbucks,Drink,Teavana® Shaken Iced Black Tea,3.25,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced Black Tea Lemonade,3.25,90,0,23,22,0,0.01
starbucks,Drink,Teavana® Shaken Iced Green Tea,3.25,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced Green Tea Lemonade,3.25,90,0,23,22,0,0.01
starbucks,Drink,Teavana® Shaken Iced Passion Tango™ Tea,3.25,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced Passion Tango™ Tea Lemonade,3.25,90,0,23,22,0,0.01
starbucks,Drink,Teavana® Shaken Iced White Tea,3.25,45,0,11,11,0,0.01
starbucks,Drink,Teavana® Shaken Iced White Tea Lemonade,3.25,90,0,23,22,0,0.01
starbucks,Drink,Iced Teavana® London Fog Tea Latte,3.25,140,2.5,25,25,4,0.07
subway,Sandwich,Black Forest Ham,4.99,260,4,42,8,18,0.72
subway,Sandwich,Chicken & Bacon Ranch Melt,6.29,530,26,41,6,36,1.1
subway,Sandwich,Classic Tuna,5.29,450,25,38,5,19,0.61
subway,Sandwich,Cold Cut Combo,3.99,320,12,40,5,16,1.06
subway,Sandwich,Meatball Marinara,4.99,420,18,47,7,19,1.04
subway,Sandwich,Ham & Jack Slider,1.89,150,4.5,18,1,8,0.47
subway,Sandwich,Italian Spice Slider,1.89,230,14,18,2,8,0.69
subway,Sandwich,Little Cheesesteak Slider,2.39,170,7,19,2,7,0.43
subway,Sandwich,Steak Club,7.29,490,25,40,6,27,1.33
subway,Sandwich,Ultimate Steak,7.49,600,35,42,6,31,1.33
subway,Sandwich,Roast Beef,6.29,280,4.5,40,7,25,0.63
subway,Sandwich,Rotisserie-Style Chicken,5.29,310,6,40,7,28,0.52
subway,Sandwich,Spicy Italian,5.99,450,24,40,5,18,1.24
subway,Sandwich,Subway Club®,6.29,280,4,41,7,25,0.78
subway,Sandwich,Sweet Onion Chicken Teriyaki,5.29,320,4,52,16,25,0.72
subway,Sandwich,Turkey & Bacon Guacamole,8.29,780,27,87,11,49,2.2
subway,Sandwich,Turkey Breast,5.29,250,3,41,6,20,0.69
subway,Sandwich,Veggie Delite®,3.49,190,2,39,6,9,0.24
subway,Salad,Black Forest Ham,7.99,120,3,12,6,13,0.55
subway,Salad,Chicken & Bacon Ranch,8.78,460,33,13,7,32,1
subway,Salad,Cold Cut Combo,6.49,180,11,12,5,12,0.83
subway,Salad,Meatball Marinara,6.48,290,16,22,9,15,0.78
subway,Salad,Roast Beef,8.78,140,3.5,10,5,19,0.46
subway,Salad,Rotisserie-Style Chicken,7.78,170,5,10,5,23,0.36
subway,Salad,Steak & Cheese,8.78,200,9,13,7,19,0.83
subway,Salad,Steak Club Salad,7.99,480,26,21,9,44,2.05
subway,Salad,Subway Club®,8.78,140,3,11,5,19,0.61
subway,Salad,Sweet Onion Chicken Teriyaki,7.78,210,3,30,21,19,0.62
subway,Salad,Tuna,7.78,310,24,10,5,15,0.37
subway,Salad,Turkey Breast,7.78,110,2,11,5,14,0.52
subway,Salad,Veggie Delite®,5.98,50,1,9,5,3,0.075
subway,Breakfast,"Bacon, Egg & Cheese",4.29,450,20,45,4,24,1.2
subway,Breakfast,"Black Forest Ham, Egg & Cheese",4.29,410,16,45,4,24,1.18
subway,Breakfast,Egg & Cheese,3.99,380,15,44,3,19,0.95
subway,Breakfast,"Steak, Egg & Cheese",4.29,440,18,46,4,27,1.27
subway,Dessert,Caramel Apple Cookie,0.6,210,6,37,26,2,0.065
subway,Dessert,Chocolate Chip Cookie,0.6,210,10,29,18,2,0.12
subway,Dessert,Chocolate Chip with M&M,0.6,210,10,30,18,2,0.1
subway,Dessert,Chocolate Chunk Cookie,0.6,210,10,30,17,2,0.1
subway,Dessert,Dark Chocolate Cherry Cookie,0.6,200,8,33,24,2,0.1
subway,Dessert,Double Chocolate,0.6,210,9,30,20,2,0.13
subway,Dessert,Oatmeal Raisin Cookie,0.6,200,8,30,16,3,0.13
subway,Dessert,Raspberry Cheesecake Cookie,0.6,200,9,29,16,2,0.12
subway,Dessert,Raspberry Lemonade Cookie,0.6,230,11,31,20,2,0.1
subway,Dessert,Sugar Cookie,0.6,230,12,28,14,2,0.13
subway,Dessert,White Chip Macadamia Nut Cookie,0.6,220,11,28,17,2,0.13
